S.No,"Order Id","Res Name","Boy Name","Item Total","Offer Price","Delivery Charge","Packaging Charge","Grand Total","Date and Time",MOP,"Delivery Type",status,"Order details"
1,KRR129951,"THE RESIDENCY - PAVILION","SENTHIL KRR",262.5,13.125,24,10,283,"01/06/2019 22:12:05","Credit Card",ccavenue,"Order Finished","1xChicken Biriyani-262.5"
2,KRR129948,"KAKKA MUTTAI - SENGUNTHAPURAM","SENTHIL KRR",515,0,12,0,374,"01/06/2019 21:53:18",cash,cod,"Order Finished","1xFried Chicken Sandwich-120,1xGarlic Chicken Fried Rice-80,1xFrench Fries-75,1xChicken Nuggets-120,1xChicken Lollypop-120"
3,KRR129945,"TASTEA RESTAURANT","SARATH KRR",125,0,25,12,162,"01/06/2019 21:45:13",cash,cod,"Order Finished","1xCurd Rice-50,1xGarlic Dosakal Dosa-60,1xIdly (Piece)-15"
4,KRR129942,"SRI SAKTHI MESS","MUNIYAPPAN KRR",220,0,24,20,264,"01/06/2019 21:41:39",cash,cod,"Order Finished","1xEgg Lappa-60,2xSpecial Egg Bun Parotta-50,1xEgg Parotta-60"
5,KRR129936,"BOMBAY KULFI","SARATH KRR",90,0,30,0,120,"01/06/2019 21:15:50",cash,cod,"Order Finished",2xMalai-45
6,KRR129925,OREO,"SENTHIL KRR",80,0,48,10,138,"01/06/2019 20:46:19",cash,cod,"Order Finished","2xChocolate Shake-40"
7,KRR129923,"KATTU SEVAL","SARATH KRR",120,0,25,5,150,"01/06/2019 20:34:59","Net Banking",ccavenue,"Order Finished","1xCorn Pizza-120"
8,KRR129919,"R.K MESS & RESTAURANT MANPAANAI SAMAYAL","MUNIYAPPAN KRR",210,0,75,10,295,"01/06/2019 20:26:40","Net Banking",ccavenue,"Order Finished","1xVeg Pulav-120,1xDal Fry-90"
9,KRR129913,"KARUR BRIYANI CENTRE","MAARIMUTHU KRR",270,0,12,25,307,"01/06/2019 20:07:01",cash,cod,"Order Finished","3xPlain Chicken Biriyani-50,1xPallipalayam Chicken (1 Plate)-80,1xChilli Chicken Bone (100 Gram)-40"
10,KRR129904,"BOMBAY RESTAURANT","SENTHIL KRR",200,0,25,20,245,"01/06/2019 19:35:39",cash,cod,"Order Finished","1xBhel Puri-30,2xCheese Sandwich-60,1xCauliflower Chilli-50"
11,KRR129902,OREO,"MUNIYAPPAN KRR",130,0,56,20,206,"01/06/2019 19:32:44",cash,cod,"Order Finished","2xFrench Fries-30,2xChicken Sandwich-35"
